,Unnamed: 0,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction,firstIntentionConsistFinalGoal
7,7,maxModel17,4,10,10,10,7,4,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 4), [8, 4], [9, 4], [9, 5], [9, 6], [8, 6], [9, 6], [9, 5], [9, 6], [9, 7], [10, 7], [10, 8], [10, 9], [10, 10]]","[(1, 0), (1, 0), (0, 1), (0, 1), (-1, 0), (1, 0), (0, -1), (0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1)]","[5, 7]","[2, 2, 0, 0, 0, 2, 2, 0, 0, 2, 0, 0, 0]",2,6,6,180,1
8,8,maxModel17,2,3,2,11,10,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(10, 7), [10, 6], [10, 5], [10, 4], [11, 4], [11, 3], [10, 3], [9, 3], [8, 3], [7, 3], [6, 3], [5, 3], [4, 3], [3, 3], [2, 3]]","[(0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[4],"[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,8,8,270,1
9,9,maxModel17,0,3,0,11,6,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(6, 7), [6, 8], [6, 9], [6, 10], [5, 10], [5, 11], [4, 11], [3, 11], [2, 11], [1, 11], [0, 11]]","[(0, -1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[1],"[1, 2, 2, 0, 2, 0, 0, 0, 0, 0]",special,8,6,270,0
0,0,maxModel16,3,2,11,2,7,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 10), [6, 10], [6, 9], [6, 8], [5, 8], [5, 7], [5, 6], [5, 5], [5, 4], [5, 3], [4, 3], [4, 2], [3, 2]]","[(-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0)]",[],"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",0,8,8,0,1
1,1,maxModel16,12,4,12,10,6,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(6, 7), [7, 7], [7, 8], [7, 9], [8, 9], [8, 8], [8, 9], [8, 10], [9, 10], [10, 10], [11, 10], [12, 10]]","[(1, 0), (0, 1), (0, 1), (1, 0), (0, -1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]","[2, 5]","[0, 1, 2, 0, 0, 2, 2, 0, 0, 0, 0]",2,6,6,90,0
2,2,maxModel16,4,5,4,9,11,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(11, 7), [11, 8], [10, 8], [9, 8], [9, 9], [8, 9], [7, 9], [7, 8], [6, 8], [6, 9], [5, 9], [4, 9]]","[(0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, 1), (-1, 0), (-1, 0)]",[7],"[2, 0, 0, 2, 0, 0, 0, 0, 2, 0, 0]",1,4,7,270,1
3,3,maxModel16,8,4,8,10,1,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(1, 7), [2, 7], [2, 8], [3, 8], [3, 9], [3, 8], [4, 8], [3, 8], [3, 9], [4, 9], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10]]","[(1, 0), (0, 1), (1, 0), (0, 1), (0, -1), (1, 0), (-1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]","[7, 5]","[0, 2, 0, 2, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0]",2,6,7,90,1
4,4,maxModel16,2,5,2,9,10,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(10, 7), [10, 6], [10, 5], [9, 5], [8, 5], [8, 6], [8, 5], [7, 5], [6, 5], [5, 5], [4, 5], [3, 5], [2, 5]]","[(0, -1), (0, -1), (-1, 0), (-1, 0), (0, 1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[5],"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,4,8,270,1
5,5,maxModel16,3,3,11,3,7,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 10), [6, 10], [5, 10], [4, 10], [4, 9], [4, 8], [4, 7], [3, 7], [3, 6], [3, 5], [3, 4], [3, 3]]","[(-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1)]",[],"[1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]",0,8,7,0,1
6,6,maxModel16,9,4,9,10,1,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(1, 7), [2, 7], [2, 8], [2, 9], [2, 10], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10], [8, 10], [9, 10]]","[(1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]",0,6,8,90,1
7,7,maxModel16,3,8,11,8,7,2,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 2), [8, 2], [8, 3], [9, 3], [10, 3], [11, 3], [11, 4], [11, 5], [12, 5], [12, 6], [11, 6], [11, 7], [11, 8]]","[(1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1), (-1, 0), (0, 1), (0, 1)]",[8],"[2, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]",1,8,6,180,1
8,8,maxModel16,0,5,0,9,6,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(6, 7), [6, 6], [6, 5], [5, 5], [5, 6], [4, 6], [4, 5], [3, 5], [3, 4], [2, 4], [2, 5], [1, 5], [0, 5]]","[(0, -1), (0, -1), (-1, 0), (0, 1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, 1), (-1, 0), (-1, 0)]","[8, 4]","[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",2,4,6,270,1
9,9,maxModel16,3,14,11,14,7,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 7), [6, 7], [6, 8], [5, 8], [4, 8], [4, 9], [4, 10], [4, 11], [3, 11], [3, 12], [3, 13], [3, 14]]","[(1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1)]",[1],"[2, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0]",special,8,7,180,0
0,0,maxModel5,9,4,9,10,2,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 7), [3, 7], [4, 7], [4, 8], [5, 8], [6, 8], [6, 9], [6, 8], [6, 9], [6, 8], [7, 8], [7, 9], [8, 9], [9, 9], [9, 10]]","[(1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (0, -1), (0, 1), (0, -1), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1)]","[7, 9]","[0, 0, 2, 0, 0, 2, 2, 2, 2, 0, 2, 0, 0, 2]",2,6,7,90,1
1,1,maxModel5,12,4,12,10,6,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[(6, 7), [6, 8], [7, 8], [7, 9], [8, 9], [9, 9], [10, 9], [11, 9], [12, 9], [12, 10]]","[(0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1)]",[4],"[2, 0, 2, 2, 0, 0, 0, 0, 2]",1,6,6,90,1
2,2,maxModel5,11,4,11,10,3,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(3, 7), [4, 7], [4, 6], [5, 6], [6, 6], [6, 5], [7, 5], [7, 4], [8, 4], [9, 4], [10, 4], [11, 4]]","[(1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,6,8,90,1
3,3,maxModel5,9,5,9,9,1,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(1, 7), [2, 7], [2, 8], [2, 9], [3, 9], [4, 9], [5, 9], [6, 9], [6, 8], [6, 9], [7, 9], [8, 9], [9, 9]]","[(1, 0), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, 1), (1, 0), (1, 0), (1, 0)]",[8],"[0, 2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0]",1,4,8,90,1
4,4,maxModel5,5,2,9,2,7,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 8), [6, 8], [5, 8], [5, 7], [5, 8], [5, 7], [6, 7], [5, 7], [5, 6], [5, 5], [5, 4], [5, 3], [5, 2]]","[(-1, 0), (-1, 0), (0, -1), (0, 1), (0, -1), (1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]","[6, 4]","[1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",2,4,6,0,1
5,5,maxModel5,12,3,12,11,4,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(4, 7), [4, 8], [5, 8], [6, 8], [6, 9], [7, 9], [7, 10], [8, 10], [8, 11], [9, 11], [10, 11], [11, 11], [12, 11]]","[(0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[2, 0, 0, 2, 0, 2, 0, 2, 0, 0, 0, 0]",0,8,8,90,1
6,6,maxModel5,5,5,9,5,7,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 12), [6, 12], [7, 12], [6, 12], [5, 12], [5, 11], [5, 10], [5, 9], [5, 8], [5, 7], [5, 6], [5, 5]]","[(-1, 0), (1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[2],"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",1,4,7,0,1
7,7,maxModel5,3,7,11,7,7,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 13), [8, 13], [8, 12], [9, 12], [9, 11], [10, 11], [11, 11], [11, 10], [11, 9], [11, 10], [11, 9], [11, 8], [11, 7]]","[(1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (0, 1), (0, -1), (0, -1), (0, -1)]",[9],"[2, 0, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0]",1,8,6,0,1
8,8,maxModel5,6,3,6,11,13,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(13, 7), [12, 7], [11, 7], [12, 7], [12, 6], [12, 5], [12, 4], [11, 4], [10, 4], [10, 3], [9, 3], [8, 3], [7, 3], [6, 3]]","[(-1, 0), (-1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[3],"[0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]",1,8,7,270,1
9,9,maxModel5,7,3,7,11,14,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(14, 7), [14, 6], [13, 6], [12, 6], [11, 6], [10, 6], [9, 6], [8, 6], [8, 5], [8, 4], [8, 3], [7, 3]]","[(0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0)]",[1],"[2, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0]",special,8,7,270,0
0,0,maxModel4,4,3,10,3,7,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 9), [7, 8], [8, 8], [9, 8], [9, 9], [9, 8], [10, 8], [11, 8], [10, 8], [10, 7], [10, 6], [10, 5], [10, 4], [10, 3]]","[(0, -1), (1, 0), (1, 0), (0, 1), (0, -1), (1, 0), (1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]","[7, 4]","[0, 2, 2, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0]",2,6,6,0,1
1,1,maxModel4,6,4,6,10,14,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(14, 7), [13, 7], [13, 8], [12, 8], [11, 8], [11, 9], [11, 8], [11, 9], [11, 10], [10, 10], [9, 10], [8, 10], [7, 10], [6, 10]]","[(-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, -1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[6],"[0, 2, 0, 0, 2, 0, 2, 2, 0, 0, 0, 0, 0]",1,6,8,270,1
2,2,maxModel4,4,4,10,4,7,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 11), [7, 10], [8, 10], [9, 10], [10, 10], [10, 9], [10, 8], [10, 7], [10, 6], [10, 5], [10, 4]]","[(0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[],"[0, 2, 2, 2, 0, 0, 0, 0, 0, 0]",0,6,7,0,1
3,3,maxModel4,5,2,9,2,7,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 10), [6, 10], [6, 9], [6, 8], [5, 8], [5, 7], [5, 6], [6, 6], [6, 5], [5, 5], [5, 4], [5, 3], [5, 2]]","[(-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1)]","[7, 2]","[1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]",2,4,8,0,1
4,4,maxModel4,3,13,11,13,7,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 7), [6, 7], [6, 8], [6, 9], [6, 10], [5, 10], [4, 10], [4, 11], [4, 12], [3, 12], [3, 13]]","[(-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (0, 1), (-1, 0), (0, 1)]",[],"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0]",0,8,6,180,1
5,5,maxModel4,12,5,12,9,6,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(6, 7), [6, 8], [7, 8], [8, 8], [8, 9], [8, 10], [9, 10], [9, 9], [10, 9], [11, 9], [12, 9]]","[(0, 1), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0)]",[5],"[2, 0, 0, 2, 0, 0, 0, 0, 0, 0]",1,4,6,90,1
6,6,maxModel4,1,3,1,11,9,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(9, 7), [8, 7], [8, 6], [8, 5], [8, 4], [7, 4], [7, 3], [6, 3], [5, 3], [4, 3], [3, 3], [2, 3], [1, 3]]","[(-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[],"[0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]",0,8,8,270,1
7,7,maxModel4,0,3,0,11,7,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 7), [7, 6], [7, 5], [6, 5], [6, 4], [5, 4], [5, 3], [4, 3], [3, 3], [2, 3], [1, 3], [0, 3]]","[(0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[2],"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]",1,8,7,270,1
8,8,maxModel4,7,5,7,9,14,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(14, 7), [13, 7], [13, 8], [13, 9], [12, 9], [11, 9], [11, 8], [10, 8], [10, 9], [11, 9], [10, 9], [9, 9], [8, 9], [7, 9]]","[(-1, 0), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, 1), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[6, 9]","[0, 2, 2, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",2,4,7,270,1
9,9,maxModel4,11,3,11,11,3,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(3, 7), [3, 6], [3, 5], [3, 4], [4, 4], [4, 3], [5, 3], [6, 3], [7, 3], [8, 3], [9, 3], [10, 3], [11, 3]]","[(0, 1), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[1],"[2, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",special,8,8,90,0
0,0,maxModel6,1,5,1,9,8,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[(8, 7), [7, 7], [7, 6], [6, 6], [6, 5], [5, 5], [4, 5], [3, 5], [2, 5], [1, 5]]","[(-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]",[1],"[2, 1, 0, 1, 0, 0, 0, 0, 0]",1,4,7,270,0
1,1,maxModel6,3,2,11,2,7,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 9), [8, 9], [9, 9], [10, 9], [11, 9], [11, 8], [11, 7], [11, 6], [11, 5], [11, 4], [11, 3], [11, 2]]","[(1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[],"[2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0]",0,8,7,0,1
2,2,maxModel6,13,3,13,11,7,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 7), [8, 7], [7, 7], [8, 7], [8, 8], [9, 8], [10, 8], [10, 9], [11, 9], [12, 9], [13, 9], [13, 10], [13, 11]]","[(1, 0), (-1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]","[3, 2]","[0, 1, 2, 2, 0, 0, 2, 0, 0, 0, 2, 2]",2,8,6,90,0
3,3,maxModel6,12,5,12,9,6,7,"[0, 0, 0, 0, 0, 0, 0, 0]","[(6, 7), [6, 8], [6, 9], [7, 9], [8, 9], [9, 9], [10, 9], [11, 9], [12, 9]]","[(0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[2],"[2, 0, 0, 0, 0, 0, 0, 0]",1,4,6,90,1
4,4,maxModel6,3,3,11,3,7,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 11), [6, 11], [6, 10], [6, 9], [6, 8], [6, 7], [5, 7], [4, 7], [3, 7], [3, 6], [4, 6], [3, 6], [3, 5], [3, 4], [3, 3]]","[(-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (1, 0), (-1, 0), (0, -1), (0, -1), (0, -1)]",[10],"[1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0]",1,8,8,0,1
5,5,maxModel6,4,1,10,1,7,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 7), [7, 6], [8, 6], [9, 6], [10, 6], [10, 5], [10, 4], [10, 3], [9, 3], [10, 3], [10, 2], [10, 1]]","[(0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (1, 0), (0, -1), (0, -1)]",[8],"[0, 2, 2, 2, 0, 0, 0, 0, 2, 0, 0]",1,6,6,0,1
6,6,maxModel6,4,0,10,0,7,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 8), [6, 8], [6, 7], [7, 7], [6, 7], [6, 6], [6, 5], [6, 6], [5, 6], [4, 6], [4, 5], [4, 4], [4, 3], [4, 2], [4, 1], [4, 0]]","[(-1, 0), (0, -1), (1, 0), (-1, 0), (0, -1), (0, -1), (0, 1), (-1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]","[3, 7]","[1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",2,6,8,0,1
7,7,maxModel6,7,4,7,10,0,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(0, 7), [1, 7], [2, 7], [3, 7], [3, 8], [3, 9], [3, 10], [4, 10], [5, 10], [6, 10], [7, 10]]","[(1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]",[],"[0, 0, 0, 2, 2, 2, 0, 0, 0, 0]",0,6,7,90,1
8,8,maxModel6,10,5,10,9,2,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 7), [2, 8], [2, 9], [3, 9], [4, 9], [5, 9], [6, 9], [6, 8], [6, 9], [7, 9], [8, 9], [9, 9], [10, 9]]","[(0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0)]",[7],"[2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",1,4,8,90,1
9,9,maxModel6,3,9,11,9,7,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 1), [7, 2], [8, 2], [8, 3], [9, 3], [10, 3], [11, 3], [11, 4], [11, 5], [11, 6], [11, 7], [11, 8], [11, 9]]","[(0, 1), (-1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[2],"[0, 1, 0, 2, 2, 2, 0, 0, 0, 0, 0, 0]",special,8,8,180,0
0,0,maxModel7,10,4,10,10,3,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(3, 7), [3, 6], [3, 5], [3, 4], [4, 4], [4, 3], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4], [9, 4], [10, 4]]","[(0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[5],"[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,6,7,90,1
1,1,maxModel7,1,5,1,9,7,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 7), [6, 7], [5, 7], [5, 8], [4, 8], [4, 9], [3, 9], [4, 9], [5, 9], [4, 9], [3, 9], [2, 9], [1, 9]]","[(-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0), (1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[7, 8]","[0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0]",2,4,6,270,1
2,2,maxModel7,5,10,9,10,7,3,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 3), [7, 4], [8, 4], [8, 5], [9, 5], [9, 6], [9, 7], [9, 8], [9, 9], [9, 10]]","[(0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1)]",[],"[0, 2, 0, 2, 0, 0, 0, 0, 0]",0,4,7,180,1
3,3,maxModel7,14,3,14,11,6,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(6, 7), [7, 7], [7, 6], [8, 6], [8, 5], [9, 5], [10, 5], [10, 4], [11, 4], [12, 4], [12, 3], [13, 3], [14, 3]]","[(1, 0), (0, -1), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0)]",[],"[0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0]",0,8,8,90,1
4,4,maxModel7,8,4,8,10,2,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(2, 7), [1, 7], [1, 6], [1, 5], [1, 4], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4], [7, 4], [8, 4]]","[(-1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[1],"[2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",1,6,6,90,0
5,5,maxModel7,6,3,6,11,0,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(0, 7), [0, 6], [1, 6], [2, 6], [3, 6], [3, 5], [3, 4], [3, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3]]","[(0, -1), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (-1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]","[8, 1]","[2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]",2,8,6,90,0
6,6,maxModel7,1,5,1,9,9,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(9, 7), [9, 6], [9, 5], [8, 5], [7, 5], [6, 5], [7, 5], [8, 5], [7, 5], [6, 5], [5, 5], [4, 5], [3, 5], [2, 5], [1, 5]]","[(0, -1), (0, -1), (-1, 0), (-1, 0), (-1, 0), (1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0)]","[6, 7]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,4,8,270,1
7,7,maxModel7,12,4,12,10,4,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(4, 7), [5, 7], [6, 7], [5, 7], [6, 7], [6, 6], [7, 6], [7, 5], [7, 4], [8, 4], [9, 4], [10, 4], [11, 4], [12, 4]]","[(1, 0), (1, 0), (-1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0)]",[3],"[0, 0, 2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]",1,6,8,90,0
8,8,maxModel7,3,0,11,0,7,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[(7, 7), [8, 7], [9, 7], [9, 6], [10, 6], [11, 6], [11, 5], [11, 4], [11, 3], [11, 2], [11, 1], [11, 0]]","[(1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1)]",[],"[2, 2, 0, 2, 2, 0, 0, 0, 0, 0, 0]",0,8,7,0,1
