,Unnamed: 0,name,bean1GridX,bean1GridY,bean2GridX,bean2GridY,playerGridX,playerGridY,reactionTime,trajectory,aimAction,noisePoint,goal,noiseNumber,bottom,height,direction,firstIntentionConsistFinalGoal
5,5,model41,4,9,10,9,7,3,"[1321, 1326, 1332, 1337, 1343, 1349, 1355, 1361, 1367]","[(7, 3), [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [6, 8], [5, 8], [5, 9], [4, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[],"[0, 0, 0, 0, 0, 1, 1, 0, 1]",0,6,6,180,6
6,6,model41,5,0,9,0,7,6,"[1317, 1324, 1329, 1334, 1338, 1340, 1343, 1345, 1347, 1350]","[(7, 6), [6, 6], [6, 5], [6, 4], [6, 3], [6, 2], [6, 1], [6, 0], [6, 1], [6, 0], [5, 0]]","[(-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, 1), (0, -1), (-1, 0)]","[1, 8]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",2,4,6,0,8
7,7,model41,6,4,6,10,14,7,"[1321, 1329, 1338, 1347, 1352, 1355, 1357, 1360, 1364, 1366, 1369]","[(14, 7), [13, 7], [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [7, 6], [7, 5], [6, 5], [6, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",0,6,8,270,8
8,8,model41,3,13,11,13,7,6,"[1306, 1308, 1309, 1311, 1312, 1314, 1316, 1318, 1319, 1321, 1322, 1324, 1325]","[(7, 6), [7, 7], [7, 8], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [6, 12], [5, 12], [4, 12], [4, 13], [3, 13]]","[(0, 1), (0, 1), (0, -1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0)]",[3],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",1,8,7,180,9
9,9,model41,6,5,6,9,13,7,"[1308, 1310, 1312, 1314, 1317, 1319, 1322, 1324, 1326]","[(13, 7), [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [6, 6], [6, 5]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, -1)]",[8],"[0, 0, 0, 0, 0, 0, 0, 2, 1]",special,4,7,270,8
0,0,model40,5,3,5,11,13,7,"[1309, 1310, 1312, 1314, 1316, 1318, 1320, 1321, 1323, 1324, 1326, 1327]","[(13, 7), [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [8, 6], [7, 6], [7, 5], [6, 5], [6, 4], [6, 3], [5, 3]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0)]",[6],"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]",1,8,8,270,8
1,1,model40,4,3,4,11,10,7,"[1306, 1308, 1310, 1311, 1313, 1315, 1316, 1318, 1320, 1322, 1324, 1325]","[(10, 7), [10, 6], [9, 6], [8, 6], [7, 6], [6, 6], [6, 5], [5, 5], [5, 4], [5, 3], [6, 3], [5, 3], [4, 3]]","[(0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (1, 0), (-1, 0), (-1, 0)]","[10, 1]","[0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0]",2,8,6,270,6
2,2,model40,4,1,10,1,7,9,"[1306, 1308, 1309, 1312, 1314, 1316, 1318, 1319, 1321, 1322, 1324]","[(7, 9), [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [7, 2], [8, 2], [9, 2], [9, 1], [10, 1]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",0,6,8,0,8
3,3,model40,5,5,5,9,13,7,"[1322, 1327, 1333, 1339, 1345, 1352, 1359, 1364, 1371, 1377, 1383, 1388]","[(13, 7), [12, 7], [11, 7], [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [5, 8], [5, 9]]","[(-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (0, 1)]",[3],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2]",1,4,8,270,11
4,4,model40,3,11,11,11,7,4,"[1316, 1317, 1319, 1320, 1322, 1323, 1325, 1326, 1328, 1329, 1331]","[(7, 4), [7, 5], [7, 6], [8, 6], [8, 7], [8, 8], [8, 9], [9, 9], [9, 10], [10, 10], [10, 11], [11, 11]]","[(0, 1), (0, 1), (1, 0), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0), (0, 1), (1, 0)]",[3],"[0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2]",1,8,7,180,7
5,5,model40,5,4,9,4,7,11,"[1316, 1319, 1322, 1325, 1328, 1331, 1336, 1339, 1342]","[(7, 11), [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [6, 5], [6, 4], [5, 4]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 0, 0, 1]",1,4,7,0,9
6,6,model40,4,8,10,8,7,2,"[1316, 1322, 1328, 1334, 1340, 1343, 1346, 1350, 1353]","[(7, 2), [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [8, 7], [9, 7], [9, 8], [10, 8]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 0, 0, 0, 2, 2, 0, 2]",0,6,6,180,6
7,7,model40,10,5,10,9,4,7,"[1311, 1315, 1321, 1326, 1332, 1336, 1339, 1342]","[(4, 7), [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [9, 6], [10, 6], [10, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1)]",[6],"[0, 0, 0, 0, 0, 0, 0, 1]",1,4,6,90,8
8,8,model40,8,4,8,10,1,7,"[1307, 1309, 1310, 1312, 1313, 1315, 1317, 1318, 1320, 1322, 1323, 1325]","[(1, 7), [2, 7], [2, 8], [3, 8], [4, 8], [5, 8], [6, 8], [6, 7], [7, 7], [7, 6], [7, 5], [8, 5], [8, 4]]","[(1, 0), (0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1)]","[2, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",2,6,7,90,9
9,9,model40,10,4,10,10,4,7,"[1313, 1318, 1324, 1330, 1337, 1343, 1345, 1349, 1352]","[(4, 7), [5, 7], [6, 7], [7, 7], [8, 7], [9, 7], [9, 6], [9, 5], [10, 5], [10, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, -1), (1, 0), (0, -1)]",[6],"[0, 0, 0, 0, 0, 2, 1, 0, 1]",special,6,6,90,6
0,0,model42,4,4,10,4,7,10,"[1512, 1514, 1516, 1518, 1520, 1521, 1523, 1525, 1527, 1529, 1530, 1532, 1533]","[(7, 10), [7, 9], [7, 8], [7, 7], [7, 8], [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [8, 5], [9, 5], [9, 4], [10, 4]]","[(0, -1), (0, -1), (0, -1), (0, 1), (0, 1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (1, 0), (0, -1), (1, 0)]","[4, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",2,6,6,0,10
1,1,model42,5,4,5,10,12,7,"[1311, 1312, 1314, 1316, 1318, 1319, 1321, 1322, 1324, 1326]","[(12, 7), [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [6, 6], [6, 5], [5, 5], [5, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",0,6,7,270,7
2,2,model42,1,4,1,10,9,7,"[1307, 1308, 1310, 1311, 1313, 1315, 1316, 1318, 1320, 1321, 1323, 1324, 1326]","[(9, 7), [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [3, 7], [4, 7], [3, 7], [2, 7], [2, 6], [2, 5], [1, 5], [1, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1)]",[7],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",1,6,8,270,10
3,3,model42,2,3,2,11,10,7,"[1312, 1314, 1316, 1318, 1319, 1322, 1324, 1327, 1329, 1331, 1333, 1335]","[(10, 7), [9, 7], [8, 7], [8, 8], [7, 8], [6, 8], [5, 8], [4, 8], [4, 9], [3, 9], [3, 10], [2, 10], [2, 11]]","[(-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1), (-1, 0), (0, 1)]",[3],"[0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 2]",1,8,8,270,8
4,4,model42,6,5,6,9,0,7,"[1311, 1316, 1321, 1327, 1332, 1338, 1343, 1345]","[(0, 7), [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [6, 8], [6, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 2, 2]",0,4,6,90,7
5,5,model42,3,9,11,9,7,3,"[1318, 1324, 1329, 1335, 1342, 1346, 1349, 1352, 1356, 1359, 1363, 1366]","[(7, 3), [7, 4], [7, 3], [7, 4], [6, 4], [6, 5], [6, 6], [6, 7], [5, 7], [5, 8], [4, 8], [3, 8], [3, 9]]","[(0, 1), (0, -1), (0, 1), (-1, 0), (0, 1), (0, 1), (0, 1), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1)]","[4, 2]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]",2,8,6,180,8
6,6,model42,5,3,5,11,12,7,"[1316, 1322, 1330, 1335, 1340, 1347, 1352, 1358, 1364, 1370, 1375, 1381, 1384, 1387, 1390]","[(12, 7), [11, 7], [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [6, 6], [6, 7], [7, 7], [6, 7], [6, 6], [6, 5], [6, 4], [6, 3], [5, 3]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, 1), (1, 0), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0)]","[8, 9]","[0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 1, 1, 1, 1, 0]",2,8,7,270,7
7,7,model42,5,2,9,2,7,10,"[1312, 1315, 1319, 1323, 1326, 1328, 1331, 1335, 1339, 1342]","[(7, 10), [7, 9], [7, 8], [7, 7], [7, 6], [8, 6], [8, 5], [8, 4], [8, 3], [8, 2], [9, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0)]",[5],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",1,4,8,0,10
8,8,model42,7,5,7,9,0,7,"[1318, 1324, 1331, 1336, 1342, 1348, 1355, 1360, 1366]","[(0, 7), [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [7, 7], [7, 8], [7, 9]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2]",0,4,7,90,8
9,9,model42,3,5,11,5,7,12,"[1312, 1313, 1315, 1316, 1318, 1320, 1322, 1324, 1326, 1327, 1329]","[(7, 12), [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [7, 6], [6, 6], [5, 6], [4, 6], [3, 6], [3, 5]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1)]",[7],"[0, 0, 0, 0, 0, 0, 2, 1, 1, 1, 0]",special,8,7,0,7
0,0,model43,5,14,9,14,7,7,"[1310, 1314, 1317, 1320, 1323, 1325, 1328, 1330, 1334]","[(7, 7), [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [7, 13], [7, 14], [6, 14], [5, 14]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 1, 1]",0,4,7,180,8
1,1,model43,3,9,11,9,7,3,"[1318, 1323, 1329, 1334, 1339, 1345, 1351, 1354, 1356, 1358, 1360, 1362]","[(7, 3), [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [6, 8], [5, 8], [6, 8], [5, 8], [4, 8], [3, 8], [3, 9]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1)]",[8],"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]",1,8,6,180,6
2,2,model43,14,3,14,11,6,7,"[1321, 1327, 1333, 1338, 1344, 1349, 1353, 1355, 1359, 1362, 1364, 1368, 1371, 1374]","[(6, 7), [7, 7], [8, 7], [9, 7], [9, 6], [10, 6], [11, 6], [12, 6], [12, 7], [13, 7], [13, 6], [13, 5], [13, 4], [14, 4], [14, 3]]","[(1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1)]","[4, 8]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1]",2,8,8,90,8
3,3,model43,5,0,9,0,7,8,"[1318, 1324, 1329, 1334, 1338, 1341, 1344, 1347, 1350, 1353]","[(7, 8), [6, 8], [6, 7], [6, 6], [6, 5], [6, 4], [6, 3], [6, 2], [6, 1], [6, 0], [5, 0]]","[(-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0)]",[1],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,4,8,0,10
4,4,model43,5,8,9,8,7,2,"[1317, 1322, 1327, 1332, 1334, 1337, 1341, 1343, 1346, 1349]","[(7, 2), [7, 3], [7, 4], [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 8], [8, 8], [9, 8]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, -1), (1, 0), (1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 2, 0, 2, 2]",1,4,6,180,7
5,5,model43,7,3,7,11,14,7,"[1318, 1324, 1329, 1335, 1341, 1345, 1348, 1352, 1355, 1358, 1360, 1363, 1366]","[(14, 7), [13, 7], [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [8, 6], [8, 5], [9, 5], [8, 5], [8, 4], [8, 3], [7, 3]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0)]",[9],"[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0]",1,8,7,270,7
6,6,model43,4,2,10,2,7,10,"[1324, 1331, 1337, 1340, 1343, 1346, 1349, 1352, 1355, 1357, 1360]","[(7, 10), [6, 10], [6, 9], [6, 8], [6, 7], [6, 6], [6, 5], [5, 5], [5, 4], [5, 3], [5, 2], [4, 2]]","[(-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (-1, 0)]","[1, 7]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,6,8,0,11
7,7,model43,4,4,4,10,11,7,"[1311, 1315, 1318, 1322, 1325, 1328, 1330, 1331, 1333, 1335]","[(11, 7), [10, 7], [9, 7], [8, 7], [7, 7], [6, 7], [5, 7], [5, 6], [5, 5], [4, 5], [4, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1)]",[],"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",0,6,7,270,7
8,8,model43,4,1,10,1,7,7,"[1311, 1313, 1314, 1316, 1319, 1320, 1322, 1324, 1325]","[(7, 7), [7, 6], [7, 5], [7, 4], [8, 4], [8, 3], [8, 2], [9, 2], [9, 1], [10, 1]]","[(0, -1), (0, -1), (0, -1), (1, 0), (0, -1), (0, -1), (1, 0), (0, -1), (1, 0)]",[4],"[0, 0, 0, 0, 0, 0, 2, 0, 2]",1,6,6,0,7
9,9,model43,3,4,3,10,9,7,"[1318, 1325, 1330, 1334, 1337, 1342, 1344, 1347, 1350]","[(9, 7), [8, 7], [7, 7], [6, 7], [5, 7], [4, 7], [4, 8], [4, 9], [3, 9], [3, 10]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, 1), (-1, 0), (0, 1)]",[6],"[0, 0, 0, 0, 0, 1, 2, 0, 2]",special,6,6,270,6
0,0,model47,7,4,7,10,13,7,"[1311, 1315, 1319, 1323, 1326, 1329, 1333, 1336, 1340, 1342, 1344]","[(13, 7), [14, 7], [14, 8], [13, 8], [12, 8], [11, 8], [10, 8], [9, 8], [8, 8], [8, 9], [7, 9], [7, 10]]","[(1, 0), (0, 1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (0, 1)]","[2, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2]",2,6,6,270,9
1,1,model47,6,3,6,11,0,7,"[1312, 1314, 1317, 1320, 1322, 1325, 1327, 1329, 1332, 1335]","[(0, 7), [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [5, 6], [5, 5], [5, 4], [5, 3], [6, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (1, 0)]",[],"[0, 0, 0, 0, 0, 1, 1, 1, 1, 0]",0,8,6,90,6
2,2,model47,5,11,9,11,7,4,"[1316, 1317, 1319, 1320, 1322, 1323, 1325, 1327, 1329]","[(7, 4), [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [8, 10], [8, 11], [9, 11]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (0, 1), (1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 0, 0, 2]",1,4,7,180,9
3,3,model47,8,5,8,9,0,7,"[1308, 1311, 1316, 1320, 1323, 1326, 1329, 1331, 1334, 1337]","[(0, 7), [1, 7], [2, 7], [3, 7], [4, 7], [5, 7], [5, 6], [6, 6], [7, 6], [8, 6], [8, 5]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (1, 0), (1, 0), (1, 0), (0, -1)]",[6],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,4,8,90,10
4,4,model47,5,3,5,11,13,7,"[1316, 1321, 1327, 1332, 1336, 1339, 1342, 1345, 1348, 1352, 1356, 1359, 1361, 1363]","[(13, 7), [12, 7], [11, 7], [10, 7], [11, 7], [10, 7], [10, 6], [9, 6], [8, 6], [7, 6], [7, 5], [6, 5], [6, 4], [6, 3], [5, 3]]","[(-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (0, -1), (-1, 0), (-1, 0), (-1, 0), (0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0)]","[6, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0]",2,8,8,270,10
5,5,model47,3,13,11,13,7,6,"[1311, 1313, 1314, 1316, 1318, 1319, 1321, 1323, 1324, 1326, 1328]","[(7, 6), [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [7, 12], [8, 12], [9, 12], [10, 12], [10, 13], [11, 13]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 2]",0,8,7,180,7
6,6,model47,5,4,9,4,7,10,"[1306, 1308, 1309, 1311, 1312, 1314, 1315, 1317]","[(7, 10), [7, 9], [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [6, 4], [5, 4]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0)]",[],"[0, 0, 0, 0, 0, 0, 1, 1]",0,4,6,0,7
7,7,model47,13,4,13,10,6,7,"[1310, 1315, 1318, 1322, 1326, 1329, 1334, 1338, 1342, 1346, 1350, 1353]","[(6, 7), [7, 7], [8, 7], [9, 7], [10, 7], [11, 7], [12, 7], [12, 6], [12, 5], [11, 5], [12, 5], [13, 5], [13, 4]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (-1, 0), (1, 0), (1, 0), (0, -1)]",[9],"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1]",1,6,7,90,7
8,8,model47,4,6,10,6,7,14,"[1315, 1321, 1326, 1330, 1334, 1337, 1340, 1343, 1347, 1350, 1353, 1356, 1359]","[(7, 14), [7, 13], [8, 13], [8, 12], [8, 11], [7, 11], [7, 10], [7, 9], [7, 8], [7, 7], [6, 7], [5, 7], [5, 6], [4, 6]]","[(0, -1), (1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (-1, 0), (0, -1), (-1, 0)]","[2, 5]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1]",2,6,8,0,10
9,9,model47,4,2,10,2,7,9,"[1312, 1317, 1321, 1326, 1331, 1338, 1343, 1348, 1350, 1353]","[(7, 9), [7, 8], [7, 7], [7, 6], [7, 5], [7, 4], [7, 3], [8, 3], [9, 3], [9, 2], [10, 2]]","[(0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (0, -1), (-1, 0), (1, 0), (0, -1), (1, 0)]",[7],"[0, 0, 0, 0, 0, 0, 1, 2, 0, 2]",special,6,7,0,7
0,0,model46,7,4,7,10,1,7,"[1465, 1467, 1468, 1470, 1472, 1475, 1476, 1478, 1479]","[(1, 7), [2, 7], [3, 7], [4, 7], [5, 7], [6, 7], [6, 8], [6, 9], [7, 9], [7, 10]]","[(1, 0), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (0, 1), (1, 0), (0, 1)]",[],"[0, 0, 0, 0, 0, 2, 2, 0, 2]",0,6,6,90,6
1,1,model46,3,2,11,2,7,10,"[1311, 1316, 1321, 1326, 1331, 1334, 1336, 1338, 1340, 1342, 1344, 1346, 1348, 1350]","[(7, 10), [7, 9], [7, 8], [7, 7], [7, 8], [7, 7], [7, 6], [6, 6], [6, 5], [6, 4], [5, 4], [5, 3], [4, 3], [4, 2], [3, 2]]","[(0, -1), (0, -1), (0, -1), (0, 1), (0, -1), (0, -1), (-1, 0), (0, -1), (0, -1), (-1, 0), (0, -1), (-1, 0), (0, -1), (-1, 0)]","[7, 4]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]",2,8,8,0,10
2,2,model46,7,4,7,10,14,7,"[1307, 1308, 1311, 1312, 1314, 1315, 1317, 1318, 1320, 1322, 1324, 1325]","[(14, 7), [13, 7], [12, 7], [11, 7], [10, 7], [9, 7], [8, 7], [8, 6], [8, 5], [7, 5], [8, 5], [7, 5], [7, 4]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1), (0, -1), (-1, 0), (1, 0), (-1, 0), (0, -1)]",[10],"[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]",1,6,7,270,7
3,3,model46,1,5,1,9,9,7,"[1316, 1321, 1324, 1328, 1331, 1334, 1337, 1340, 1344, 1347, 1350, 1354]","[(9, 7), [9, 6], [8, 6], [7, 6], [6, 6], [5, 6], [4, 6], [3, 6], [4, 6], [3, 6], [2, 6], [1, 6], [1, 5]]","[(0, -1), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (-1, 0), (1, 0), (-1, 0), (-1, 0), (-1, 0), (0, -1)]","[1, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,4,8,270,12
4,4,model46,4,12,10,12,7,4,"[1314, 1317, 1323, 1327, 1332, 1336, 1339, 1341, 1343, 1345, 1346]","[(7, 4), [7, 5], [7, 6], [7, 7], [7, 8], [7, 9], [7, 10], [7, 11], [8, 11], [9, 11], [9, 12], [10, 12]]","[(0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (0, 1), (1, 0), (1, 0), (0, 1), (1, 0)]",[],"[0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 2]",0,6,8,180,8
5,5,model46,13,3,13,11,6,7,"[1314, 1320, 1325, 1333, 1339, 1343, 1347, 1350, 1353, 1357, 1360, 1363, 1366]","[(6, 7), [7, 7], [8, 7], [9, 7], [10, 7], [9, 7], [10, 7], [11, 7], [12, 7], [12, 6], [12, 5], [12, 4], [13, 4], [13, 3]]","[(1, 0), (1, 0), (1, 0), (1, 0), (-1, 0), (1, 0), (1, 0), (1, 0), (0, -1), (0, -1), (0, -1), (1, 0), (0, -1)]",[5],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1]",1,8,7,90,9
6,6,model46,1,5,1,9,7,7,"[1315, 1322, 1327, 1333, 1340, 1346, 1352, 1354]","[(7, 7), [6, 7], [5, 7], [4, 7], [3, 7], [3, 8], [2, 8], [1, 8], [1, 9]]","[(-1, 0), (-1, 0), (-1, 0), (-1, 0), (0, 1), (-1, 0), (-1, 0), (0, 1)]",[5],"[0, 0, 0, 0, 0, 0, 0, 2]",1,4,6,270,8
7,7,model46,12,3,12,11,6,7,"[1322, 1328, 1334, 1339, 1345, 1358, 1360, 1362, 1363, 1366, 1367, 1369]","[(6, 7), [6, 8], [7, 8], [8, 8], [9, 8], [10, 8], [10, 9], [11, 9], [11, 10], [10, 10], [11, 10], [12, 10], [12, 11]]","[(0, 1), (1, 0), (1, 0), (1, 0), (1, 0), (0, 1), (1, 0), (0, 1), (-1, 0), (1, 0), (1, 0), (0, 1)]","[1, 9]","[0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 2]",2,8,6,90,6
